CityId,Name,Country,Region
19aa85a0-972d-4438-91b8-1c691e9a2637,Purkeypile,US,US-AK
a2d0f467-5f49-4799-960f-82d27342e014,Seward,US,US-AK
59f4d1c3-6fca-432d-965b-50f266b3d80a,Clanton,US,US-AL
d77b9e42-3295-4140-8cb0-a64cd3b45144,Wasilla,US,US-AK
681cf93d-4528-4c66-b03f-4880e8652cc6,DeQueen,US,US-AR
327fa452-0e32-4b8e-90d1-2c5a1796004c,Camp Verde,US,US-AZ
8d1ed84f-ff6b-4a5b-a508-b16cfe6e4a1a,Hesperia,US,US-CA
6f876c54-671d-48e4-8db2-28e47fc5fac4,Placerville,US,US-CA
4eb44cb6-570d-425e-a5d2-8e85f083b9d6,Leadville,US,US-CO
32aa13a2-93aa-404f-80f4-29be8f029332,Berlin,US,US-CT
61c4eef8-e47d-411e-860a-fb5f5f949a26,Orlando,US,US-FL
d7ed4160-5a60-435f-856f-89d4eb4a5eca,Altamonte Springs,US,US-FL
56a188f2-a652-497c-96bb-ad5e1d46946d,Geneva,US,US-FL
cde84d3d-ca34-4ed9-92a8-0b6f4ce7b97a,Columbus,US,US-GA
e293d8ee-8c0d-4c91-a615-92d367ed1b14,Wrightsville,US,US-GA
788ebc42-4c7d-44eb-b5e7-2a8a67695efc,Lava Hot Springs,US,US-ID
3358b9cf-ee59-4d7e-9f3b-a433bb7d2745,Lizton,US,US-IN
4a35e0bd-5d55-4ade-9c14-8d63830f56cb,Hoopeston,US,US-IL
bc1fe2f1-4bfd-4ef5-8d42-7c22780380bb,Anderson,US,US-IN
095e23c2-c96b-4edc-a0a2-2fbc85d8a6c4,Dow,US,US-IL
03733c36-45a9-413f-b536-b6ecc60fdaa9,Hilliard,US,US-FL
a9ad7f2c-34b3-4ce7-92af-01cd8554651b,Caldwell,US,US-KS
b6985f49-8f8d-4ebc-8003-bda5f1e6ffc8,Lost Springs,US,US-KS
7e18fe08-d7f3-4ed4-9614-8f7bb23c561d,Paducah,US,US-KY
fed5c1db-58f4-400a-9349-d5e461834bb6,Oak Ridge,US,US-LA
662a38fa-fca7-4fa0-9809-2d7a7330ac45,Pinckneyville,US,US-IL
accf83e3-62ee-4028-8150-59bf2c1e97a9,Slaughter,US,US-LA
80c26def-3762-45ab-93aa-aa8d20140375,Andover,US,US-MA
7211de46-82d8-4f6e-a954-cf3bfa099ff8,Annapolis,US,US-MD
b6e21751-52ad-4bc5-9837-6c8891275a64,Portage Lake,US,US-ME
3164548d-b68d-4f64-a5d3-a7c651248daa,Flint,US,US-MI
7b37a13b-ffa7-4687-a212-bea02431f482,Cook,US,US-MN
943c02ce-7733-48c3-a899-018ae0a60d7e,Town and Country,US,US-MO
4c0cd26c-641c-4991-82c8-d3eaf2aeed57,Fortine,US,US-MT
bc8825b0-af72-4356-9373-db9d5485c3d8,Tucson,US,US-AZ
4510d258-3bb0-4025-b886-c9b2668edf11,Holly Ridge,US,US-NC
012f8e59-d556-454c-92e1-6d08bf95d6ab,Canaan,US,US-NH
0b5450d1-aaf4-4b61-9c71-d4b57733d303,Newark,US,US-NJ
7f8d2188-64a4-4a06-bf6b-dd5f2d597445,Lake Arthur,US,US-NM
e6c278df-c70b-4f38-b252-2a2f6bfc20d1,Wilmington,US,US-NC
902a1a88-d263-4d4a-8e90-7648b726f18d,Yerington,US,US-NV
b4d0e251-3293-4740-87fd-3a2b9bcfe9f5,Poughkeepsie,US,US-NY
9262d983-2ed7-4f44-8643-89b2fdd3710c,Middletown,US,US-OH
5132760d-5c90-4a9e-bee9-0fb53e3525c0,Galion,US,US-OH
99ce299b-35ca-464a-85e3-2a2467d2dad8,Tishomingo,US,US-OK
1b0beedf-41a2-4630-b26e-f914a5fa3e7f,Bellefonte,US,US-PA
554a8b58-f513-4a4e-9493-d4aef3b20cd1,Meshoppen,US,US-PA
9cf0785f-2a8b-4a35-827a-487473e0a82f,York,US,US-SC
8832b7a8-c483-4a8b-b337-38c69a17073e,Forney,US,US-TX
ca8ea63a-863f-4122-8b7f-43ee7991fdad,Collierville,US,US-TN
85e4c0ec-e133-43cc-ada5-5899718800b5,Clute,US,US-TX
a4717e2c-ebeb-4b87-ac81-587a68950367,Duckwater,US,US-NV
424af06e-9b46-4446-849c-1c1ad5edf5c8,La Sal,US,US-UT
b39a31fc-7b41-438a-900e-40d78ec7c2da,Berryville,US,US-VA
36ab6fdb-0b01-4416-9a79-8ecd60a1670a,South Bend,US,US-WA
df066186-4606-45c5-b30f-35d822688228,Coupeville,US,US-WA
ade630e4-ac7b-47c6-b496-dc100c6b55d1,Renton,US,US-WA
a1bbd427-b34e-4c5e-a852-db158ad45e0a,Pine Haven,US,US-WY
246b58c7-9be2-4055-8ff9-608b5fc369df,Kyle,US,US-TX
481a757c-117f-4357-8257-d136e5d23609,Athens,US,US-TX
bb6f41c8-dcfc-40f8-90d2-c9625de4a7c9,Big Lake,US,US-AK
bbc4b738-f4b5-430b-9ce3-109d8986fc04,Willow,US,US-AK
dc0fc76c-2c8f-4633-931b-744366d76126,Foley,US,US-AL
b6023562-bb11-4d7a-9ec1-0d2c62495e90,Homer,US,US-AK
3565e6de-d3fb-44a6-9e09-0c3ce60059ba,Huntington Beach,US,US-CA
8b6231a7-ee1a-46f3-8c31-25247c29d087,Clarksdale,US,US-MS
9d16aef4-74a0-4bc2-ad6c-e5fb9305a533,Frazier Park,US,US-CA
bc6b105c-65fb-4455-93ff-762c1e8e5ffd,Monte Vista,US,US-CO
be04f675-1b84-4281-bd41-f8df7fbb246b,Ellington,US,US-CT
222ae9b3-b1c6-4b8d-aabd-a97632fae903,Groveland,US,US-FL
605611f4-35e2-46fa-9e03-ed919f503ae3,Baker,US,US-FL
a5417f1b-168e-4b57-abc8-7d6ef61f7cb1,Commerce,US,US-GA
2b6bb063-5a88-4703-828c-fecc98f25dd7,Euharlee,US,US-GA
9fa35a5d-fae1-49af-8a2c-13642d157981,Honolulu,US,US-HI
df67806a-63aa-4774-a69b-98132b994656,Boone,US,US-IA
65341762-f1a9-4113-a380-5ebf4347e415,Cascade,US,US-ID
8f22e54e-5a15-40e4-9ddf-434bae9d9cd5,Westfield,US,US-IN
6196ddf2-305d-4e59-bec2-7b2b0754c08a,Muncie,US,US-IN
c402b5ba-0122-45d1-a580-491880a2722d,Libertyville,US,US-IL
dd41ed85-8f67-4670-940d-dd5b665b2029,Saint Marys,US,US-KS
b1d86ed7-3d03-4ca5-aaf9-8ab76cf06e01,Morehead,US,US-KY
aea65ea4-efaa-4689-8742-6afbb6df5a81,Frankfort,US,US-KY
c7b9e26f-ddfb-4ea4-9561-976e6bec8200,Bossier City,US,US-LA
49d27a23-44aa-40b8-a231-dc62b215830a,Broussard,US,US-LA
53edf2f3-c761-411b-aa2a-e510635e688e,Cuttyhunk,US,US-MA
ee784f40-5e44-4cfb-945a-766983e58324,Brandywine,US,US-MD
1fc84d9a-ed0c-4897-8364-10be8ab59858,Acton,US,US-ME
7e05411a-e8c3-4afe-bc3b-ced5641aa0fe,Greenville,US,US-MI
47f27fcd-33c5-43fe-8283-4eaa93e29777,Troy,US,US-MO
32a3b91f-1aba-4989-be6b-6e35c68105b6,Rochdale,US,US-MS
c97724e5-bc18-469d-9d0a-8b859bb4ff40,Valparaiso,US,US-NE
1d5707f8-5586-4759-850b-8b44f985f6c3,Dummer,US,US-NH
cf154d26-b202-4077-b6ef-1c3d13a0637e,Piscataway,US,US-NJ
26c1d55b-bbe7-4648-b952-389192279f5d,Animas,US,US-NM
2dd1e8a6-edbe-4c21-9730-868ffb2ffa5e,Winnemucca,US,US-NV
9fafe633-1d4b-4a2a-8fca-7e02b1238c2a,Durhamville,US,US-NY
0a81117c-c568-4509-8b94-04e500876a80,Fremont,US,US-OH
aaa31597-88dc-4b80-ab32-02c0f44a40a1,Conneaut,US,US-OH
0b3832dc-e7d9-4042-9a32-de5381ecf7f4,Wilburton,US,US-OK
89c759e6-3463-494a-897b-86ffd8dd5a80,The Dalles,US,US-OR
f6cb9cf8-e6ad-4aaf-a08f-0725dc0df879,Honey Grove,US,US-PA
3122218c-7b47-4099-a64e-31377f52c716,Monroeville,US,US-PA
725563cc-5153-453d-b709-1d7639b0333a,Berwyn,US,US-PA
f311f658-76f3-4a63-955d-ad9a80c32634,Vega Baja,PR,PR-U-A
d71f8158-b0d2-41b0-8a82-24f748c44ced,Newport,US,US-RI
975e2121-1693-4a07-a9e5-abd5316b3943,Estill,US,US-SC
9a10318a-01bf-47fe-af16-732a9276e453,Wise River,US,US-MT
743775aa-ac27-4b57-aa7e-a55a22066c75,Matagorda,US,US-TX
d4156d69-d8bc-46b6-b59e-856de1d54979,Waxahachie,US,US-TX
f946c807-de82-4a21-884d-bb187d35c386,Rockvale,US,US-TN
8e0b5d06-1152-46bd-8bc6-9dd49ac137b6,Lucin,US,US-UT
eae0ecc4-345f-49dd-b431-84cd09dcf418,Culpeper,US,US-VA
88b5a09b-5504-4d0d-b450-fbffda90a068,Bristol,US,US-VA
686b2ac1-c9d5-4d99-b407-2f83e3aae77a,South Prairie,US,US-WA
ff2ea168-0e0a-42aa-ab51-79dd0786b994,Hudson,US,US-WI
21f7ab96-0194-422f-ae7c-9853c9ff0b83,Tonasket,US,US-WA
8768580d-8798-4d05-bbb8-1c06b9540942,Palmer,US,US-AK
0dcae8ed-2dc4-4b7d-a30d-c5f4e1705068,Kenai,US,US-AK
b33801f6-ebc2-4771-a2d6-21492f047d2c,Scottsboro,US,US-AL
0ea724cb-4b96-43a6-8161-a9812d9c6936,Malvern,US,US-AR
56143095-8f1c-45f5-814c-e7a3f1f10e25,Hereford,US,US-AZ
092e9330-d562-4e7c-b96e-5b81a9619bfd,La Mesa,US,US-CA
72044fae-fda5-405a-ac11-836eaecab872,Lake Placid,US,US-FL
fbc92ae3-4016-4ea2-86ab-4356b79f46b0,Statesboro,US,US-GA
abb4f894-273b-43e8-aa6e-e226bd1ab9bd,Dahlonega,US,US-GA
11014fc4-537c-4e08-b168-cc258d6c7630,Council,US,US-ID
30c0f25c-3a71-4c48-b01a-eede6cd4cec2,Mount Vernon,US,US-IN
41e44c23-ed2d-4f42-a6fe-6a6d22b17e8c,Monee,US,US-IL
1f44927b-f708-4e01-852e-2867c32f6ec3,Arcadia,US,US-IN
9066acc9-358d-4f39-890a-86ff1c5359b0,Highland,US,US-KS
378ab82e-e7c3-4b27-91ff-bfbf944d92ae,Henderson,US,US-KY
de5bbef7-9c77-4441-a34f-e95043a91226,Carville,US,US-LA
41f762b9-b73b-477a-b1b3-bcd42fa1ff13,Winnsboro,US,US-LA
406abe77-b1a1-4d44-8e04-1dc23a5d28fe,East Winthrop,US,US-ME
0393fdd9-f434-4457-aa4e-be549b49fa6d,Hadley,US,US-MA
06739303-51a2-4eef-ad4a-6caeb96e9f91,Bel Air,US,US-MD
7f30ba6c-28b6-429e-bfbe-48fb8c83a77b,Harrison,US,US-ME
f35fe5ae-2e70-4602-b398-03360f3a72da,Bay City,US,US-MI
be779bc0-c1be-4ece-b3a8-d2189a2390d0,Lakefield,US,US-MN
ce92bb85-7025-4e22-97ee-f608710cdff7,Vicksburg,US,US-MS
2b59ea5b-8ae9-415d-ae0a-a747badc119a,Archie,US,US-MO
3bf6d50d-8908-4414-afd8-a4602078b6d6,Utirik Island,MH,MH-UTI
40258865-377e-4f67-8832-2f14c4d6e02d,Carolina Beach,US,US-NC
2087c8df-2aa6-4d06-9b22-137259c18c7c,Edinburg,US,US-ND
75697c91-c1b1-47f5-8371-9750e8813552,Comstock,US,US-NE
76c7dfac-82de-425c-9698-f29f26452c89,Milford,US,US-NH
7bbec24c-e974-4630-8c14-4959f39acdfd,Raton,US,US-NM
60213759-90e3-4eba-b400-26f6ca92310b,Clayton,US,US-NC
7c71111a-5466-4639-8421-75772e6941a0,Ruby Valley,US,US-NV
bb7e8009-ca56-401e-bd95-aa745ac43531,Riverhead,US,US-NY
24bc36da-d4a3-4243-9ccb-dedbe0aacb17,Garfield Heights,US,US-OH
2c104db1-780d-40f4-a57c-ea7c1fbd970c,Sapulpa,US,US-OK
7418a808-92a0-429d-b5eb-be762ee902ae,Collegeville,US,US-PA
2c908488-88a1-4da0-b3f3-aed074be7719,Berwick,US,US-PA
f82664a1-beed-4e08-ac22-0001007cdf5a,Bonner Springs,US,US-KS
1bf42de3-1842-4e3b-b46b-33bb6316c7d0,Sandy,US,US-OR
4a0719b5-1c3e-456f-9098-3e9837116d9d,Little River,US,US-SC
c61333e0-be3d-4f90-8c33-fed3603aecfb,Hebbronville,US,US-TX
3ec302a4-32b1-46f2-9ad8-72ff74c30529,Sevierville,US,US-TN
b235d995-3d40-47c2-8c3f-d4b7657438cf,San Angelo,US,US-TX
78559585-85d4-4d42-9d03-7834312c2a33,Orchard,US,US-TX
540f0280-e6af-42ae-82ae-dd5e50f43e19,Pearland,US,US-TX
c7010636-873b-44ac-9aec-c302ae8e5aaf,Mexican Hat,US,US-UT
5055e2dc-21d0-48b9-a9f8-bfcffee9115a,Spangle,US,US-WA
09ed9620-2f1c-490f-978e-58034596ec45,Goldendale,US,US-WA
381e99c0-c608-421f-866f-6e5615925a4f,Lopez Island,US,US-WA
43b9f8da-9804-48c6-b87d-3bc907ecea02,El Paso,US,US-TX
ea536a20-e365-4c5f-bab0-e08188afafd7,Mertzon,US,US-TX
c580e697-df87-4c6d-96f6-f49412a0cd11,Soldotna,US,US-AK
dfe20961-5d9e-4ef5-8f08-0dab34e57973,Anniston,US,US-AL
5cf94781-f976-4fc4-ad45-78a750bdc081,Sutton,US,US-AK
0a9ca2a1-c95c-4e36-9684-9cf5d358f75d,Benton,US,US-AR
7d0b4336-96d1-4f69-afbb-b8d241163c03,Palmdale,US,US-CA
4020639f-1ad7-40b3-9a3c-2df6e48ca36c,Julian,US,US-CA
45571458-e0aa-4b50-9680-190d54a2f0ed,Harwinton,US,US-CT
241cf1c8-2644-4025-9716-4b3c6e7a79a9,Homestead,US,US-FL
7254e841-08a7-45d6-a99a-4772764cc91b,Brandon,US,US-FL
0601186a-c49b-40f8-984e-0b4db15ac848,Ormond Beach,US,US-FL
2e6fc441-66a9-4f12-a169-430e8109a6fe,Monroe,US,US-GA
d38b9c34-9183-462e-a1c6-096a0ca70d92,Packwood,US,US-IA
ffeefb61-b8e0-449c-a58c-ec80090f432a,Emmett,US,US-ID
d5864c51-74c5-4fd6-aea0-6b4496a6c35e,Angola,US,US-IN
2c6abe7b-957a-4d59-a6d3-e307f2fff416,Mansfield,US,US-IL
f8984dc8-d425-4d3e-9d44-b39a10bc865a,Hiseville,US,US-KY
3cdc5e40-9225-461e-bea7-514981b4df7f,Lutcher,US,US-LA
e5709c20-f315-44f1-bfc4-5133e7c1c804,Baton Rouge,US,US-LA
188cfb23-cd5e-4174-aedc-3a654e2a9a6f,Haverhill,US,US-MA
4160db91-ad6d-4848-9ada-c80b9783b39a,Chesapeake City,US,US-MD
a11786ac-6670-40a2-a9e4-cfe815030f44,Eaton Rapids,US,US-MI
786438db-9d78-4632-90f5-fba135882872,Kelliher,US,US-MN
545463f9-7292-42f1-8b88-f34751810e52,Rolling Fork,US,US-MS
52540626-b552-44fb-9b29-2cd99757c0be,Cohagen,US,US-MT
83aa447d-4809-4c24-976c-f741274bc744,Cary,US,US-NC
d6e3e619-911b-47f1-92da-21650fadb156,Sarben,US,US-NE
e0814a36-0079-4736-a56d-75b5521655ae,Elmer,US,US-NJ
d628939d-04c2-4703-b327-6fc932968522,Jacksonville,US,US-NC
e222dc67-9abd-4098-a214-190180fa19ff,Sandy Valley,US,US-NV
52203809-3b2d-4009-943c-3fce371fe653,Forest Grove,US,US-OR
dcddeb19-9452-4615-b88a-6afcaf811794,Stillwater,US,US-OK
1ddfffde-fb18-4aa7-9d57-98ba8d34cf18,Mitchell,US,US-OR
f493610d-afc2-42bd-a000-2e8aa38f9bf8,Philadelphia,US,US-PA
e579287a-afa5-486b-a430-fc746d3cf29d,Exton,US,US-PA
2e01d0e0-89ea-4744-9ae8-213b6779b64b,Easley,US,US-SC
9d4edd2c-42a1-4547-a2b4-37d0802e292b,Eagle Butte,US,US-SD
aea67592-bacc-4d77-8955-f552725146e9,Houston,US,US-TX
0efcbac7-7bf9-4631-899c-961294dfa7d5,Chuckey,US,US-TN
1fa3e734-7457-4f40-822b-5d6de1dd39f5,Round Rock,US,US-TX
f88a6d27-dee8-4e09-9f6c-a899ca316ced,Utopia,US,US-TX
8d4f3f88-ca40-4c49-882a-b8ceb7fad3e8,China Spring,US,US-TX
bffd1edc-2050-4aaf-bc16-e74d4df0b59a,Navajo Mountain,US,US-UT
95641364-6d90-4752-84af-69bd700e29d3,Saguache,US,US-CO
af75c1da-a653-4934-8233-0a86beb47a5e,Lebanon,US,US-VA
af3972d9-b3bf-4429-88e5-78a10255d977,Manquin,US,US-VA
1c83d52a-3fcd-4a68-bcc1-4506831e21e8,Cabot,US,US-VT
80bd6340-c295-4f7f-830d-b719d80f85c4,Hinckley,US,US-MN
1a118903-3eba-4b8d-955d-bfe7ab3103f6,Spokane,US,US-WA
22069380-f742-443a-b8b1-f8680bc3fcca,Royal City,US,US-WA
a1be9f49-75a6-4f6a-b8c5-05dc01c8481d,Morgantown,US,US-WV
82535ac0-c8eb-4dab-bcfc-7db373692555,Jermyn,US,US-TX
74e22be0-7fc1-40dc-b92c-322bf5a23a3b,Fort Rucker/Wicksburg,US,US-AL
9f556daa-993e-4a4e-b8dc-3f688fad31de,Fox,US,US-AK
ab7ab0c7-6a0d-4ef4-b8df-f09b21081b17,Kingston,US,US-AR
5dc463ac-2c42-4fc8-8a98-62221e0741bc,Yuma,US,US-AZ
a66f7c3d-b765-439c-a66d-6b5f423347f3,Van Buren,US,US-ME
476fafad-68fd-4792-8634-c3f99d715148,Calabasas,US,US-CA
3c7511a6-8bb8-4806-af4a-2f98bdd37888,Pope Valley,US,US-CA
8b145582-ad2a-41ca-970c-4b56b6a7ceca,Mead,US,US-CO
115b7942-783e-42e0-97de-c4237abb1036,Torrington,US,US-CT
c0988bee-6280-48a6-9b4e-97e0d488b775,Florala,US,US-FL
d70ed62c-ed80-42e7-9ec2-0aac68a27c50,North Miami Beach,US,US-FL
38e34ee1-5d08-4a89-8656-1605cc738f74,La Belle,US,US-FL
c9f48169-169b-4f71-8fb2-62f730fba71a,Richland,US,US-GA
ab4e38f8-a206-46d4-ba0c-10d3b91245e5,Nora Springs,US,US-IA
02da210d-07b3-4e0e-9851-ad53e6c2b59e,Elk City,US,US-ID
6d9e06ed-1c9d-4a5d-8a37-f384b9d59bdf,Bonfield,US,US-IL
fa7ae5e6-b6ac-4cc3-8292-c36cbb2f61ec,Belleville,US,US-IN
73f799e8-144f-4b45-a244-3f58772b0f4f,Mount Auburn,US,US-IL
53624aea-9c0d-4f3d-a4d5-6827c37711f9,Paint Lick,US,US-KY
c124bbd4-61e0-4ea9-b0cc-57d67c890917,Willowbrook,US,US-IL
c8fcf937-64e7-41b0-aa48-3013895b9390,Alexandria,US,US-LA
35b8cd69-a21d-4fcb-8cea-b6d2ade4eb3a,Ipswich,US,US-MA
51ed86a1-70ab-4b21-a811-ee03ae92a95e,Chestertown,US,US-MD
e5d607b7-95b8-47b3-aa13-a682c9ca270b,Jonesboro,US,US-ME
5526102e-7959-4e28-9f93-440e7fdead96,Taylor,US,US-MI
67c0906c-3005-4523-bfac-8bc39d4d0837,Aurora,US,US-MN
eff5b04a-71cd-44f3-9126-b28228dabcd2,Jackson,US,US-MS
27feca9f-7496-47fc-8902-72518ded0f73,Belgrade,US,US-MT
d5c442fb-f041-4a39-9fe2-cd5337aa7a0c,Spalding,US,US-NE
5743c7cb-97ff-471e-89ea-aae16e2fda50,Kensington,US,US-NH
71c302bf-1a37-4202-8885-60a637545219,Jersey City,US,US-NJ
7b79caba-e68f-4c60-96c0-cd95f1bf9ee2,Mebane,US,US-NC
f3885c61-6e43-431e-8b1c-f0829f4bda4e,Pulaski,US,US-NY
93999838-2f51-4f46-81ef-3cde4a3f4769,Eugene,US,US-OR
1e3e48d7-a801-4cd0-b19e-c8320e8d2e0b,Conesville,US,US-OH
4aeaf31f-3db5-4495-845e-daa2f37fd7c5,Columbia Station,US,US-OH
45c4d5ef-492b-4df1-bb78-c77fe3de745f,Enterprise,US,US-OR
86b7d75c-a30f-46a9-85a5-85f37dc5aa2a,Harrisburg,US,US-PA
4d56f9ca-e647-47d8-baec-839ce3cb9376,Neelyton,US,US-PA
15253b94-7075-4413-b01e-7d15f6434a61,Vernonia,US,US-OR
722f0792-f69d-4c5b-8949-4f23246b0c72,Sealy,US,US-TX
a90972bd-9552-4bdc-9e93-21edd25aa5d4,Georgetown,US,US-TX
69a0b70c-02a4-4df4-8fbf-4c725eb91156,Justin,US,US-TX
aeb924b6-fdcc-4d24-9656-41a0aa04498a,Blum,US,US-TX
331a6ecd-3b46-4611-8c98-9cac7d6c24e6,Blanca,US,US-CO
17b9c72d-3905-43c1-b602-0f362cc510a1,Farmville,US,US-VA
bc13cf81-68c5-4d42-8053-2fbc34ef0410,Highgate Springs,US,US-VT
1c2d4bc2-31d4-4b85-afce-0d7b9c049222,Darien,US,US-WI
7ba186cb-5a68-4018-90aa-edaa88658fca,Kettle Falls,US,US-WA
91cffe2d-3492-4c86-b3ce-76694fbb5e4a,Dumas,US,US-TX
33493824-64c7-4038-adf2-dc9ff61a3806,Wilmot,US,US-AR
cd3a8c2c-59d5-4798-a510-b685f049ee8f,Henning,US,US-MN
a124dfad-0ab3-4118-b309-dac492bd14f7,Sterling,US,US-AK
08a6ecc3-1c2a-434b-8740-6c5a61506534,Fort Rucker/New Brockton,US,US-AL
9f4b84af-2c98-4000-aaca-9de5be9bde1e,Higden,US,US-AR
99d4453f-30d2-47b2-a4f8-3dc7faf4307e,Gilbert,US,US-AZ
f9c65b5c-e831-4d83-9b67-5720f7e10e7d,Glenburn,US,US-ME
7035c64f-92d9-4c92-981b-4cf27c4a89dd,Daggett,US,US-CA
96920434-3c04-4976-a523-46160922f36c,Glendale,US,US-CA
7ec9d257-e304-475c-8b0a-33c73618fe0b,Branson,US,US-CO
631a091c-ffef-4d9d-98e9-c2395ad695dd,Jupiter,US,US-FL
eb128b78-9955-4a06-97df-3e8e500c0476,Mascotte,US,US-FL
f4afc728-5982-4f13-9053-c5d49e15ba6e,Clearwater,US,US-FL
55ea72e8-082f-4529-a744-b15c7a8efa75,Redan,US,US-GA
460f7402-cf7c-4152-ad3f-b56c7665d205,French Lick,US,US-IN
2f2bc094-f5f5-4936-b9ea-96d350ca29ba,Walford,US,US-IA
01bff3c3-5d6d-4d88-bda8-3a45bef80d10,Kuna,US,US-ID
1a6fd874-f171-4bca-8e38-6b5d995a6322,Earlville,US,US-IL
838f6a52-0b95-47c8-8898-a9b665e5be53,Nauvoo,US,US-IL
052377d8-8e8f-45ee-bb5e-de01dc611b5a,Wichita,US,US-KS
bfc0a056-550a-4845-8f3c-a9cdcdf7a1ea,Belle Chasse,US,US-LA
f1f3bf2d-0514-4bfc-8e1d-077d7d4f7b2f,St Francisville,US,US-LA
328f3d0f-207c-4d89-b265-5230ca2a4922,Pepperell,US,US-MA
449474f3-796b-438d-910e-9ad4ffa92e68,Baltimore,US,US-MD
d60e5e1a-2ca2-4bb8-a0dd-6cea73756774,Bethel,US,US-ME
216c174f-9152-4496-96f3-7e461db2996d,Waldron,US,US-MO
